,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
56,56,57,2.3333330154418945,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.333333015441895,0.05235404893755913,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.05235404893755913,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
57,57,69,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.5,0.05310734361410141,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.05310734361410141,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
58,58,60,2.6666669845581055,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.666666984558105,0.05386064201593399,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.05386064201593399,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
59,59,46,0.0,0.33333334,3,1.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.055367231369018555,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.055367231369018555,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,46.0,21.0
60,60,67,0.0,0.33333334,3,1.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.055367231369018555,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.055367231369018555,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,46.0,21.0
61,61,50,0.33333301544189453,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.333333015441895,0.05687382072210312,0.3937007874015748,0.15500031000062,0.06102374409473228,0.05687382072210312,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,50.0,20.0
62,62,70,0.33333301544189453,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.333333015441895,0.05687382072210312,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.05687382072210312,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,50.0,20.0
63,63,55,0.6666669845581055,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.666666984558105,0.05838041752576828,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.05838041752576828,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
64,64,67,0.6666669845581055,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.666666984558105,0.05838041752576828,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.05838041752576828,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
65,65,48,1.0,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.059887006878852844,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.059887006878852844,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,48.0,17.0
66,66,65,1.0,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.059887006878852844,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.059887006878852844,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,48.0,17.0
67,67,53,1.3333330154418945,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.333333015441895,0.06139359623193741,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.06139359623193741,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,53.0,16.0
68,68,69,1.3333330154418945,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.333333015441895,0.06139359623193741,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.06139359623193741,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,53.0,16.0
69,69,57,1.6666669845581055,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.666666984558105,0.06290019303560257,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.06290019303560257,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,57.0,8.0
70,70,65,1.6666669845581055,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.666666984558105,0.06290019303560257,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.06290019303560257,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,57.0,8.0
71,71,48,2.0,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.06440678238868713,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.06440678238868713,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.0,16.0
72,72,64,2.0,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.06440678238868713,0.5039370078740157,0.25395250790501583,0.127976066975756,0.06440678238868713,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,48.0,16.0
73,73,55,2.3333330154418945,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.333333015441895,0.0659133717417717,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.0659133717417717,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
74,74,67,2.3333330154418945,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.333333015441895,0.0659133717417717,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0659133717417717,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
75,75,58,2.6666669845581055,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.666666984558105,0.06741996109485626,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.06741996109485626,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,58.0,6.0
76,76,64,2.6666669845581055,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.666666984558105,0.06741996109485626,0.5039370078740157,0.25395250790501583,0.127976066975756,0.06741996109485626,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,58.0,6.0
77,77,57,0.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.06892655044794083,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.06892655044794083,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,57.0,8.0
78,78,65,0.0,1.0,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.06892655044794083,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.06892655044794083,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,57.0,8.0
79,79,60,0.33333301544189453,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.333333015441895,0.07043314725160599,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.07043314725160599,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
80,80,57,0.6666669845581055,0.33333334,3,0.0,0.3333333333333339,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.666666984558105,0.07193973660469055,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.07193973660469055,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
81,81,53,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.07344632595777512,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.07344632595777512,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
82,82,64,1.333333969116211,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.33333396911621,0.07495292276144028,0.5039370078740157,0.25395250790501583,0.127976066975756,0.07495292276144028,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
83,83,65,1.666666030883789,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.66666603088379,0.07645950466394424,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.07645950466394424,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
84,84,67,2.0,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0779661014676094,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0779661014676094,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
85,85,65,2.333333969116211,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.33333396911621,0.07947269827127457,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.07947269827127457,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
86,86,67,2.666666030883789,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.66666603088379,0.08097928017377853,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.08097928017377853,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,67.0,3.0
87,87,70,2.666666030883789,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.66666603088379,0.08097928017377853,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.08097928017377853,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,67.0,3.0
88,88,36,0.0,1.0,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0824858769774437,0.28346456692913385,0.08035216070432141,0.022776990435870635,0.0824858769774437,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,69.0,36.0,33.0
89,89,48,0.0,1.0,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0824858769774437,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.0824858769774437,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,69.0,36.0,33.0
90,90,65,0.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0824858769774437,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.0824858769774437,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,69.0,36.0,33.0
91,91,69,0.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0824858769774437,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.0824858769774437,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,69.0,36.0,33.0
92,92,64,0.33333396911621094,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.33333396911621,0.08399246633052826,0.5039370078740157,0.25395250790501583,0.127976066975756,0.08399246633052826,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
93,93,67,0.33333396911621094,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.33333396911621,0.08399246633052826,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.08399246633052826,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
94,94,63,0.6666660308837891,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.66666603088379,0.08549905568361282,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.08549905568361282,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,63.0,3.0
95,95,66,0.6666660308837891,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.66666603088379,0.08549905568361282,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.08549905568361282,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,63.0,3.0
96,96,64,1.0,0.5,3,1.0,0.33333333333333215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.08700565248727798,0.5039370078740157,0.25395250790501583,0.127976066975756,0.08700565248727798,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
97,97,67,1.0,0.33333334,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.08700565248727798,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.08700565248727798,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
98,98,66,1.333333969116211,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.33333396911621,0.08851224184036255,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.08851224184036255,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
99,99,67,1.666666030883789,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.66666603088379,0.09001883119344711,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.09001883119344711,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
100,100,69,2.0,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.09152542054653168,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.09152542054653168,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
101,101,67,2.333333969116211,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.33333396911621,0.09303201735019684,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.09303201735019684,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
102,102,69,2.666666030883789,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.66666603088379,0.0945386067032814,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.0945386067032814,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,69.0,3.0
103,103,72,2.666666030883789,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.66666603088379,0.0945386067032814,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.0945386067032814,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,69.0,3.0
104,104,41,0.0,1.0,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,0.09604519605636597,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.09604519605636597,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,70.0,41.0,29.0
105,105,53,0.0,1.0,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,0.09604519605636597,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.09604519605636597,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,70.0,41.0,29.0
106,106,67,0.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,0.09604519605636597,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.09604519605636597,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,70.0,41.0,29.0
107,107,70,0.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,0.09604519605636597,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.09604519605636597,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,70.0,41.0,29.0
108,108,65,0.33333396911621094,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.33333396911621,0.09755179286003113,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.09755179286003113,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,65.0,4.0
109,109,69,0.33333396911621094,0.33333334,3,0.0,0.33333333333333215,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.33333396911621,0.09755179286003113,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.09755179286003113,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,65.0,4.0
110,110,64,0.6666660308837891,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.66666603088379,0.0990583747625351,0.5039370078740157,0.25395250790501583,0.127976066975756,0.0990583747625351,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,64.0,4.0
111,111,68,0.6666660308837891,0.33333334,3,0.0,0.3333333333333357,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.66666603088379,0.0990583747625351,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.0990583747625351,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,64.0,4.0
112,112,65,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.10056497156620026,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.10056497156620026,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,65.0,4.0
113,113,69,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.10056497156620026,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.10056497156620026,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,65.0,4.0
